local_queryID,time(ms),recall,mrr
0,1.418,1.0,1.0
1,0.997,1.0,1.0
2,0.964,1.0,1.0
3,1.301,1.0,1.0
4,1.132,1.0,1.0
5,1.51,1.0,1.0
6,1.685,1.0,1.0
7,1.642,1.0,1.0
8,1.291,1.0,1.0
9,1.001,1.0,1.0
10,0.977,1.0,1.0
11,0.907,0.0,0.0
12,1.026,1.0,1.0
13,0.827,1.0,1.0
14,0.873,1.0,1.0
15,0.817,0.0,0.0
16,0.83,0.0,0.0
17,0.924,1.0,1.0
18,0.764,1.0,1.0
19,0.797,1.0,1.0
20,0.688,1.0,1.0
21,0.762,0.0,0.0
22,0.797,0.0,0.0
23,0.654,1.0,1.0
24,0.798,1.0,1.0
25,0.882,1.0,1.0
26,0.831,1.0,1.0
27,0.84,1.0,1.0
28,0.707,0.0,0.0
29,0.755,0.0,0.0
30,0.754,1.0,1.0
31,0.686,0.0,0.0
32,0.743,1.0,1.0
33,0.762,0.0,0.0
34,0.686,0.0,0.0
35,0.649,1.0,1.0
36,0.636,0.0,0.0
37,0.884,1.0,1.0
38,0.804,1.0,0.0
39,0.704,1.0,1.0
40,0.724,1.0,1.0
41,0.707,1.0,1.0
42,0.797,1.0,1.0
43,0.751,1.0,1.0
44,0.645,0.0,1.0
45,0.79,1.0,1.0
46,0.738,0.0,1.0
47,0.76,1.0,1.0
48,0.766,1.0,1.0
49,0.77,1.0,1.0
50,0.742,1.0,1.0
51,0.79,0.0,0.0
52,0.843,1.0,1.0
53,0.775,1.0,1.0
54,0.816,0.0,0.0
55,0.711,0.0,0.0
56,0.806,1.0,1.0
57,0.963,1.0,1.0
58,0.866,1.0,1.0
59,0.729,1.0,1.0
60,0.637,1.0,1.0
61,0.748,0.0,0.0
62,0.662,1.0,1.0
63,0.795,1.0,1.0
64,0.81,0.0,1.0
65,0.772,1.0,1.0
66,0.726,1.0,1.0
67,0.751,1.0,1.0
68,0.779,1.0,1.0
69,0.805,0.0,1.0
70,0.833,1.0,1.0
71,0.714,1.0,1.0
72,0.832,1.0,1.0
73,0.751,1.0,1.0
74,0.796,0.0,0.0
75,0.833,1.0,1.0
76,0.675,0.0,0.0
77,0.734,1.0,1.0
78,0.907,0.0,0.0
79,0.652,1.0,1.0
80,0.963,1.0,1.0
81,0.663,1.0,1.0
82,0.58,1.0,1.0
83,0.841,1.0,1.0
84,0.781,1.0,1.0
85,1.052,1.0,1.0
86,0.679,0.0,0.0
87,0.838,1.0,1.0
88,0.716,1.0,1.0
89,0.681,1.0,1.0
90,0.877,1.0,1.0
91,0.621,1.0,1.0
92,0.608,0.0,0.0
93,0.679,1.0,1.0
94,0.789,1.0,1.0
95,0.734,1.0,1.0
96,0.7,1.0,1.0
97,0.835,1.0,1.0
98,1.026,0.0,0.0
99,0.747,1.0,1.0
