local_queryID,time(ms),recall,mrr
0,2.119,1.0,0.0
1,3.247,1.0,0.0
2,1.942,1.0,0.0
3,0.939,1.0,0.0
4,0.984,1.0,0.0
5,0.908,1.0,0.0
6,0.898,1.0,0.0
7,1.044,0.0,0.0
8,0.971,0.0,0.0
9,0.905,0.0,0.0
10,0.989,1.0,0.0
11,0.926,0.0,0.0
12,0.771,1.0,0.0
13,0.806,0.0,0.0
14,0.865,1.0,1.0
15,0.964,0.0,0.0
16,0.929,1.0,1.0
17,0.887,1.0,0.0
18,0.832,1.0,1.0
19,0.981,1.0,1.0
20,0.792,1.0,0.0
21,0.845,1.0,1.0
22,0.822,0.0,0.0
23,0.785,0.0,1.0
24,0.763,1.0,1.0
25,0.731,0.0,0.0
26,0.798,1.0,1.0
27,0.835,1.0,1.0
28,0.807,1.0,0.0
29,0.758,1.0,1.0
30,0.726,1.0,1.0
31,0.735,1.0,1.0
32,0.857,1.0,1.0
33,0.711,0.0,0.0
34,0.699,1.0,0.0
35,0.69,1.0,0.0
36,0.788,1.0,0.0
37,0.676,1.0,1.0
38,0.881,1.0,0.0
39,0.655,0.0,0.0
40,0.783,1.0,0.0
41,0.806,1.0,1.0
42,0.736,1.0,0.0
43,0.755,1.0,1.0
44,0.672,1.0,1.0
45,0.644,0.0,0.0
46,0.688,1.0,0.0
47,0.724,1.0,1.0
48,0.691,0.0,0.0
49,0.77,1.0,0.0
50,0.703,0.0,0.0
51,0.737,1.0,1.0
52,0.751,0.0,0.0
53,0.695,1.0,0.0
54,0.726,1.0,1.0
55,0.703,0.0,0.0
56,0.716,1.0,1.0
57,0.684,1.0,0.0
58,0.778,1.0,1.0
59,0.742,1.0,1.0
60,0.727,0.0,0.0
61,0.87,1.0,0.0
62,0.636,0.0,0.0
63,0.724,1.0,1.0
64,0.715,0.0,0.0
65,0.704,1.0,0.0
66,0.741,1.0,1.0
67,0.645,1.0,0.0
68,0.726,1.0,0.0
69,0.75,1.0,1.0
70,0.744,1.0,0.0
71,0.716,1.0,0.0
72,0.698,0.0,0.0
73,0.722,1.0,0.0
74,0.752,1.0,0.0
75,0.743,1.0,0.0
76,0.807,1.0,0.0
77,0.699,1.0,1.0
78,0.74,1.0,0.0
79,0.661,1.0,1.0
80,0.678,1.0,0.0
81,0.779,1.0,0.0
82,0.872,0.0,0.0
83,0.652,1.0,1.0
84,0.628,0.0,0.0
85,0.659,1.0,1.0
86,0.709,1.0,1.0
87,0.679,0.0,0.0
88,0.667,1.0,1.0
89,0.584,1.0,0.0
90,0.73,1.0,0.0
91,0.648,0.0,0.0
92,0.718,0.0,0.0
93,0.707,1.0,1.0
94,0.683,1.0,1.0
95,0.734,1.0,1.0
96,0.8,1.0,1.0
97,0.723,1.0,0.0
98,0.715,0.0,0.0
99,0.743,1.0,1.0
