local_queryID,time(ms),recall,mrr
0,2.267,1.0,1.0
1,2.112,1.0,1.0
2,1.879,0.0,0.0
3,1.776,1.0,1.0
4,1.644,0.0,0.0
5,1.534,1.0,1.0
6,1.603,0.0,1.0
7,1.475,1.0,1.0
8,1.014,1.0,1.0
9,0.993,1.0,1.0
10,0.961,1.0,1.0
11,0.808,0.0,0.0
12,0.909,0.0,0.0
13,0.827,0.0,0.0
14,0.945,1.0,1.0
15,0.88,0.0,0.0
16,0.801,1.0,1.0
17,1.127,0.0,0.0
18,0.874,1.0,1.0
19,0.785,0.0,0.0
20,0.927,1.0,1.0
21,0.747,1.0,1.0
22,0.862,0.0,0.0
23,0.928,0.0,0.0
24,0.797,1.0,1.0
25,0.91,1.0,1.0
26,0.924,1.0,1.0
27,0.854,1.0,1.0
28,0.811,0.0,0.0
29,0.775,1.0,1.0
30,0.876,1.0,1.0
31,0.788,1.0,1.0
32,0.876,1.0,1.0
33,0.824,1.0,1.0
34,0.678,1.0,1.0
35,0.844,1.0,1.0
36,0.79,0.0,0.0
37,0.877,1.0,1.0
38,0.896,1.0,0.0
39,0.822,0.0,0.0
40,0.814,1.0,1.0
41,0.922,1.0,1.0
42,0.794,0.0,0.0
43,0.871,1.0,1.0
44,0.875,0.0,0.0
45,0.986,0.0,0.0
46,0.904,1.0,1.0
47,0.897,1.0,1.0
48,0.892,1.0,1.0
49,0.939,1.0,1.0
50,0.891,1.0,1.0
51,0.933,1.0,1.0
52,1.012,1.0,1.0
53,1.033,1.0,1.0
54,0.927,1.0,0.0
55,0.884,0.0,0.0
56,0.937,1.0,1.0
57,0.979,0.0,0.0
58,0.964,1.0,1.0
59,0.9,1.0,1.0
60,0.926,1.0,1.0
61,0.807,1.0,1.0
62,0.956,0.0,0.0
63,0.923,1.0,1.0
64,0.882,1.0,1.0
65,0.889,1.0,1.0
66,0.809,1.0,1.0
67,0.921,1.0,1.0
68,0.939,1.0,1.0
69,1.477,0.0,1.0
70,1.316,1.0,1.0
71,0.829,1.0,1.0
72,1.014,1.0,1.0
73,0.873,1.0,1.0
74,1.002,0.0,0.0
75,1.016,0.0,0.0
76,0.876,1.0,1.0
77,1.019,1.0,1.0
78,0.958,1.0,1.0
79,0.823,1.0,1.0
80,0.935,1.0,1.0
81,1.005,1.0,1.0
82,0.881,1.0,1.0
83,0.862,0.0,0.0
84,0.885,0.0,0.0
85,1.443,1.0,1.0
86,1.118,1.0,1.0
87,0.778,1.0,1.0
88,1.094,1.0,1.0
89,0.896,1.0,1.0
90,0.831,1.0,1.0
91,0.762,1.0,1.0
92,0.831,0.0,0.0
93,0.905,1.0,1.0
94,0.821,1.0,1.0
95,0.756,1.0,1.0
96,0.817,1.0,1.0
97,0.901,1.0,1.0
98,0.78,0.0,0.0
99,0.815,1.0,1.0
