local_queryID,time(ms),recall,mrr
0,57.37,0.7,0.0
1,4.619,0.6,0.0
2,5.154,0.6,0.0
3,4.376,0.3,0.0
4,20.647,0.8,0.0
5,3.688,0.6,0.0
6,1.14,1.0,0.0
7,1.989,0.4,0.0
8,1.393,0.6,0.0
9,1.04,0.7,0.0
10,1.212,0.4,0.0
11,1.727,0.3,0.0
12,1.475,0.5,0.0
13,0.91,0.3,0.0
14,1.236,0.4,0.0
15,1.9,0.7,0.0
16,1.043,0.7,0.0
17,1.65,0.4,0.0
18,21.028,0.8,0.0
19,1.346,0.4,0.0
20,1.091,0.8,0.0
21,1.024,0.4,0.0
22,1.064,0.4,0.0
23,1.204,0.5,0.0
24,1.348,0.7,0.0
25,1.191,0.4,0.0
26,1.068,0.4,0.0
27,21.138,0.5,0.0
28,0.95,0.1,0.0
29,1.081,0.5,0.0
30,1.232,0.5,0.0
31,1.114,0.7,0.0
32,1.392,0.6,0.0
33,1.022,0.5,0.0
34,1.248,0.4,0.0
35,1.185,0.4,0.0
36,21.048,0.8,0.0
37,0.871,0.6,0.0
38,0.907,0.6,0.0
39,0.78,0.5,0.0
40,0.809,0.7,0.0
41,0.876,0.5,0.0
42,0.864,0.2,0.0
43,1.246,0.6,0.0
44,0.826,0.6,0.0
45,1.529,0.7,0.0
46,1.218,0.5,0.0
47,0.99,0.8,0.0
48,1.087,0.4,0.0
49,0.91,0.7,0.0
50,0.801,0.2,0.0
51,0.995,0.7,0.0
52,1.041,0.5,0.0
53,0.846,0.5,0.0
54,0.776,0.6,0.0
55,0.801,0.4,0.0
56,0.746,0.5,0.0
57,21.161,0.6,0.0
58,0.963,0.7,0.0
59,0.922,0.5,0.0
60,1.12,0.8,0.0
61,2.117,0.5,0.0
62,0.905,0.6,0.0
63,0.934,0.7,0.0
64,1.187,0.6,0.0
65,1.023,0.2,0.0
66,0.929,0.6,0.0
67,1.034,0.6,0.0
68,0.961,0.6,0.0
69,1.079,0.8,0.0
70,1.04,0.3,0.0
71,0.955,0.6,0.0
72,1.302,0.6,0.0
73,1.149,0.5,0.0
74,1.121,0.4,0.0
75,1.15,0.6,0.0
76,1.024,0.7,1.0
77,1.143,0.3,0.0
78,1.094,0.8,1.0
79,1.02,0.7,1.0
80,1.147,0.7,0.0
81,1.296,0.7,1.0
82,1.721,0.8,1.0
83,0.903,0.8,1.0
84,0.955,0.4,1.0
85,0.972,0.6,1.0
86,1.036,0.8,1.0
87,0.875,0.9,1.0
88,0.862,0.9,1.0
89,0.843,0.6,1.0
90,0.985,0.5,1.0
91,0.931,0.8,1.0
92,0.997,0.4,1.0
93,1.407,0.9,1.0
94,0.876,0.8,1.0
95,0.834,0.9,1.0
96,1.676,0.9,1.0
97,1.08,0.8,1.0
98,0.983,0.8,1.0
99,1.708,0.8,1.0
