local_queryID,time(ms),recall,mrr
0,5.979,0.6,1.0
1,1.362,0.7,1.0
2,1.748,0.6,1.0
3,1.306,0.2,1.0
4,1.713,0.0,0.0
5,1.164,0.6,1.0
6,1.303,0.7,1.0
7,1.123,0.8,1.0
8,2.246,0.7,1.0
9,0.888,0.7,0.0
10,1.356,0.2,1.0
11,0.994,0.5,0.0
12,1.041,0.4,1.0
13,0.973,0.3,0.0
14,0.923,0.6,1.0
15,1.075,0.4,0.0
16,1.074,0.3,0.0
17,1.011,0.7,1.0
18,1.06,1.0,1.0
19,1.39,0.4,1.0
20,1.039,0.1,0.0
21,0.966,0.6,1.0
22,1.187,0.0,0.0
23,1.0,0.6,1.0
24,1.164,0.5,1.0
25,1.232,0.7,1.0
26,1.141,0.2,1.0
27,1.02,0.4,1.0
28,1.103,0.5,1.0
29,1.113,0.7,1.0
30,0.915,0.7,1.0
31,0.932,0.8,1.0
32,1.057,0.7,1.0
33,0.71,0.1,1.0
34,0.973,0.0,0.0
35,0.831,0.3,1.0
36,0.799,0.1,0.0
37,0.883,0.6,1.0
38,0.828,0.3,0.0
39,0.716,0.3,1.0
40,1.031,0.6,1.0
41,0.871,0.1,0.0
42,0.846,0.2,1.0
43,0.76,0.5,1.0
44,0.769,0.4,1.0
45,1.174,0.5,1.0
46,0.976,0.4,1.0
47,0.714,0.4,1.0
48,0.98,0.4,1.0
49,0.838,0.8,1.0
50,0.848,0.6,1.0
51,0.9,0.1,1.0
52,0.772,0.0,0.0
53,0.916,0.7,1.0
54,1.018,0.4,0.0
55,0.827,0.2,1.0
56,0.811,0.2,1.0
57,0.882,0.3,1.0
58,0.751,0.6,1.0
59,0.891,0.4,1.0
60,0.826,0.3,1.0
61,1.189,0.2,1.0
62,1.027,0.2,1.0
63,0.812,0.5,1.0
64,0.749,0.6,1.0
65,1.092,0.3,1.0
66,0.749,0.3,1.0
67,1.215,0.6,1.0
68,0.807,0.8,1.0
69,1.024,0.6,1.0
70,1.038,0.7,1.0
71,0.868,0.6,1.0
72,0.917,0.7,1.0
73,0.795,0.4,1.0
74,1.012,0.4,1.0
75,0.802,0.4,1.0
76,0.876,0.3,0.0
77,0.855,0.3,1.0
78,0.849,0.1,0.0
79,1.118,0.4,1.0
80,0.958,0.4,1.0
81,0.849,0.7,1.0
82,0.735,0.8,1.0
83,0.823,0.8,1.0
84,0.875,0.1,1.0
85,0.878,0.5,1.0
86,0.892,0.3,0.0
87,0.934,0.8,1.0
88,1.045,0.6,1.0
89,0.906,0.6,1.0
90,0.893,0.4,1.0
91,0.795,0.7,1.0
92,0.941,0.1,1.0
93,1.026,0.7,1.0
94,0.932,0.5,1.0
95,0.882,0.3,0.0
96,0.886,0.3,1.0
97,0.839,0.0,0.0
98,0.935,0.2,0.0
99,1.011,0.4,1.0
