local_queryID,time(ms),recall,mrr
0,3.141,0.7,1.0
1,1.18,0.7,1.0
2,0.819,0.3,0.0
3,0.888,0.3,1.0
4,1.133,0.3,0.0
5,0.827,1.0,1.0
6,0.932,0.8,1.0
7,0.832,0.7,1.0
8,1.016,0.7,1.0
9,0.925,0.8,1.0
10,0.942,0.5,1.0
11,1.062,0.3,1.0
12,0.879,0.2,0.0
13,0.746,0.3,1.0
14,0.895,0.3,1.0
15,0.877,0.0,0.0
16,0.778,0.4,1.0
17,1.156,0.1,0.0
18,0.827,1.0,1.0
19,1.046,0.2,0.0
20,0.737,0.5,1.0
21,0.825,0.1,0.0
22,0.791,0.1,0.0
23,0.838,0.5,1.0
24,0.864,0.0,0.0
25,1.022,0.4,1.0
26,0.916,0.5,1.0
27,0.775,0.5,1.0
28,0.752,0.2,0.0
29,0.771,0.0,0.0
30,0.842,0.8,1.0
31,0.98,0.5,1.0
32,0.839,0.8,1.0
33,0.757,0.1,0.0
34,0.876,0.0,0.0
35,0.897,0.2,1.0
36,0.9,0.1,0.0
37,1.095,0.0,0.0
38,0.736,0.1,0.0
39,0.736,0.4,1.0
40,0.822,0.3,0.0
41,0.857,0.2,0.0
42,0.806,0.0,0.0
43,0.942,0.2,1.0
44,0.819,0.4,1.0
45,0.868,0.7,1.0
46,0.849,0.3,1.0
47,0.759,0.3,1.0
48,0.934,0.5,1.0
49,0.705,0.7,1.0
50,0.673,0.6,1.0
51,0.76,0.0,0.0
52,0.681,0.7,1.0
53,0.762,0.3,1.0
54,0.713,0.1,0.0
55,0.815,0.2,0.0
56,0.732,0.6,1.0
57,0.731,0.3,0.0
58,0.716,0.5,1.0
59,1.891,0.5,1.0
60,2.312,0.0,0.0
61,2.419,0.2,1.0
62,1.449,0.0,0.0
63,1.046,0.1,0.0
64,1.206,0.6,1.0
65,1.228,0.2,1.0
66,0.75,0.8,1.0
67,0.767,0.4,1.0
68,0.816,0.2,1.0
69,0.922,0.4,1.0
70,0.738,0.6,1.0
71,0.755,0.7,1.0
72,0.997,0.6,1.0
73,1.015,0.2,1.0
74,0.889,0.0,0.0
75,0.823,0.2,1.0
76,0.804,0.4,1.0
77,1.024,0.3,1.0
78,0.828,0.6,0.0
79,1.072,0.1,0.0
80,0.938,0.7,1.0
81,0.751,0.8,1.0
82,0.712,1.0,1.0
83,0.675,0.6,1.0
84,0.674,0.2,1.0
85,0.768,0.7,1.0
86,0.827,0.0,0.0
87,0.676,0.9,1.0
88,0.665,0.4,1.0
89,0.641,0.1,0.0
90,0.707,0.2,1.0
91,0.676,0.6,1.0
92,0.835,0.3,1.0
93,0.705,0.1,0.0
94,0.728,0.6,1.0
95,0.686,0.9,1.0
96,0.688,0.1,0.0
97,0.708,0.3,1.0
98,0.653,0.2,0.0
99,0.766,0.8,1.0
